Title,Year,Runtime,Genre,IMDB Rating,Grosses,Action,Adventure,Fantasy,Drama,Romance,Sci-Fi,Animation,Crime,Thriller,Comedy,Family,Biography,Music,History,Mystery,Horror,Musical,War,Western,Sport,Documentary
Xuan ya zhi shang,(2021),120,"['Crime', 'Drama', 'Thriller']",6.5,181325565,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0

Scooby-Doo 2: Monsters Unleashed,(2004),93,"['Adventure', 'Comedy', 'Family']",5.2,181239132,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0

Hot Shots!,(1991),84,"['Action', 'Comedy']",6.7,181096164,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Road to Perdition,(2002),117,"['Crime', 'Drama', 'Thriller']",7.7,181001478,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0

Kill Bill: Vol. 1,(2003),111,"['Action', 'Crime', 'Drama']",8.2,180906076,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

The Scorpion King,(2002),92,"['Action', 'Adventure', 'Fantasy']",5.5,180630907,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Sweet Home Alabama,(2002),108,"['Comedy', 'Romance']",6.2,180622424,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Daddy's Home 2,(2017),100,['Comedy'],6,180613824,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Hacksaw Ridge,(2016),139,"['Biography', 'Drama', 'History']",8.1,180563636,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0

Deja Vu,(2006),126,"['Action', 'Crime', 'Sci-Fi']",7.1,180557550,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

Dangerous Minds,(1995),99,"['Biography', 'Drama']",6.5,179519401,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0

One Piece Film Red,(2022),115,"['Animation', 'Action', 'Adventure']",6.6,179444905,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

The Dictator,(2012),83,['Comedy'],6.4,179379533,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The League of Extraordinary Gentlemen,(2003),110,"['Action', 'Adventure', 'Fantasy']",5.8,179265204,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Allegiant,(2016),120,"['Action', 'Adventure', 'Mystery']",5.7,179246868,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0

Daredevil,(2003),103,"['Action', 'Crime']",5.3,179179718,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

City Slickers,(1991),113,"['Comedy', 'Western']",6.8,179033791,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0

He's Just Not That Into You,(2009),129,"['Comedy', 'Drama', 'Romance']",6.4,178866158,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Eagle Eye,(2008),118,"['Action', 'Mystery', 'Thriller']",6.6,178767383,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0

Along Came Polly,(2004),90,"['Comedy', 'Romance']",6,178311729,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Flushed Away,(2006),85,"['Animation', 'Action', 'Adventure']",6.6,178281554,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Scary Movie 4,(2006),83,['Comedy'],5.1,178262620,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Dante's Peak,(1997),108,"['Action', 'Adventure', 'Thriller']",6,178127760,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

Brokeback Mountain,(2005),134,"['Drama', 'Romance']",7.7,178062759,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Patriot Games,(1992),117,"['Action', 'Thriller']",6.8,178051587,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

Flubber,(1997),93,"['Comedy', 'Family', 'Sci-Fi']",5.3,177977226,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0

Baywatch,(2017),116,"['Action', 'Comedy', 'Crime']",5.5,177856751,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0

Double Jeopardy,(1999),105,"['Crime', 'Drama', 'Mystery']",6.5,177841558,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0

War Horse,(2011),146,"['Action', 'Adventure', 'Drama']",7.2,177584879,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Paranormal Activity 2,(2010),91,"['Horror', 'Mystery']",5.7,177512032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0

How to Lose a Guy in 10 Days,(2003),116,"['Comedy', 'Romance']",6.4,177502387,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

AVP: Alien vs. Predator,(2004),101,"['Action', 'Adventure', 'Horror']",5.6,177427090,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0

Ying xiong,(2002),120,"['Action', 'Adventure', 'Drama']",7.9,177395557,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

The 40 Year Old Virgin,(2005),116,"['Comedy', 'Romance']",7.1,177378645,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

