Title,Year,Runtime,Genre,IMDB Rating,Grosses,Action,Adventure,Fantasy,Drama,Romance,Sci-Fi,Animation,Crime,Thriller,Comedy,Family,Biography,Music,History,Mystery,Horror,Musical,War,Western,Sport,Documentary
Jason Bourne,(I) (2016),123,"['Action', 'Thriller']",6.6,415484914,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

Mad Max: Fury Road,(2015),120,"['Action', 'Adventure', 'Sci-Fi']",8.1,415261382,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

The Wolverine,(2013),126,"['Action', 'Sci-Fi']",6.7,414828246,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Kingsman: The Secret Service,(2014),129,"['Action', 'Adventure', 'Comedy']",7.7,414351546,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Night at the Museum: Battle of the Smithsonian,(2009),105,"['Adventure', 'Comedy', 'Family']",6,413106170,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0

Batman,(1989),126,"['Action', 'Adventure']",7.5,411569241,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

The Bodyguard,(1992),129,"['Action', 'Drama', 'Music']",6.3,411046449,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0

Pacific Rim,(2013),131,"['Action', 'Adventure', 'Sci-Fi']",6.9,411002906,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Kingsman: The Golden Circle,(2017),141,"['Action', 'Adventure', 'Comedy']",6.7,410902662,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Mummy,(2017),110,"['Action', 'Adventure', 'Fantasy']",5.4,409231607,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Ice Age: Collision Course,(2016),94,"['Animation', 'Adventure', 'Comedy']",5.6,408754975,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Twilight,(I) (2008),122,"['Drama', 'Fantasy', 'Romance']",5.3,408430415,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Signs,(2002),106,"['Drama', 'Mystery', 'Sci-Fi']",6.8,408247917,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0

X2,(2003),134,"['Action', 'Sci-Fi', 'Thriller']",7.4,407711549,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

Sing 2,(2021),110,"['Animation', 'Adventure', 'Comedy']",7.4,407562651,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Fantastic Beasts: The Secrets of Dumbledore,(2022),142,"['Adventure', 'Family', 'Fantasy']",6.2,406950844,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0

The Wolf of Wall Street,(2013),180,"['Biography', 'Comedy', 'Crime']",8.2,406878233,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0

Alita: Battle Angel,(2019),122,"['Action', 'Adventure', 'Sci-Fi']",7.3,404980543,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

The Mummy: Tomb of the Dragon Emperor,(2008),112,"['Action', 'Adventure', 'Fantasy']",5.2,403449830,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Prometheus,(I) (2012),124,"['Adventure', 'Mystery', 'Sci-Fi']",7,403354469,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0

Sonic the Hedgehog 2,(2022),122,"['Action', 'Adventure', 'Comedy']",6.5,402656846,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Gone with the Wind,(1939),238,"['Drama', 'Romance', 'War']",8.2,402382193,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

Mamma Mia! Here We Go Again,(2018),114,"['Comedy', 'Musical', 'Romance']",6.6,402264843,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0

Eternals,(2021),156,"['Action', 'Adventure', 'Fantasy']",6.3,402064899,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Dune: Part One,(2021),155,"['Action', 'Adventure', 'Drama']",8,402027830,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Uncharted,(2022),116,"['Action', 'Adventure']",6.3,401748820,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Tron,(2010),125,"['Action', 'Adventure', 'Sci-Fi']",6.8,400063852,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Mission: Impossible III,(2006),126,"['Action', 'Adventure', 'Thriller']",6.9,398479497,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

Snow White and the Huntsman,(2012),127,"['Action', 'Adventure', 'Drama']",6.1,396592829,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Grease,(1978),110,"['Comedy', 'Musical', 'Romance']",7.2,396271103,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0

Toy Story,(1995),81,"['Animation', 'Adventure', 'Comedy']",8.3,394436586,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Solo: A Star Wars Story,(2018),135,"['Action', 'Adventure', 'Sci-Fi']",6.9,392924807,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Black Adam,(2022),125,"['Action', 'Adventure', 'Fantasy']",6.3,392913058,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Superman Returns,(2006),154,"['Action', 'Adventure', 'Sci-Fi']",6.1,391081192,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Robin Hood: Prince of Thieves,(1991),143,"['Action', 'Adventure', 'Drama']",6.9,390493908,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Raiders of the Lost Ark,(1981),115,"['Action', 'Adventure']",8.4,389925971,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Independence Day: Resurgence,(2016),120,"['Action', 'Adventure', 'Sci-Fi']",5.2,389681935,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Live Free or Die Hard,(2007),128,"['Action', 'Thriller']",7.1,388156011,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

Zhuo yao ji,(2015),117,"['Adventure', 'Comedy', 'Fantasy']",6.1,387053506,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Godzilla: King of the Monsters,(2019),132,"['Action', 'Adventure', 'Fantasy']",6,386600138,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Home,(II) (2015),94,"['Animation', 'Adventure', 'Comedy']",6.5,386041607,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Star Trek,(2009),127,"['Action', 'Adventure', 'Sci-Fi']",7.9,385680446,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1917,(2019),119,"['Action', 'Drama', 'War']",8.2,384577421,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

Happy Feet,(2006),108,"['Animation', 'Adventure', 'Comedy']",6.4,384336108,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Spider-Man: Into the Spider-Verse,(2018),117,"['Animation', 'Action', 'Adventure']",8.4,384256930,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Cars 3,(2017),102,"['Animation', 'Adventure', 'Comedy']",6.7,383930656,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Back to the Future,(1985),116,"['Adventure', 'Comedy', 'Sci-Fi']",8.5,383336762,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Ice Age,(2002),81,"['Animation', 'Adventure', 'Comedy']",7.5,383257136,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Kimi no na wa.,(2016),106,"['Animation', 'Drama', 'Fantasy']",8.4,382238181,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Fifty Shades Darker,(2017),118,"['Drama', 'Romance', 'Thriller']",4.6,381545846,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

Monsters vs. Aliens,(2009),94,"['Animation', 'Action', 'Adventure']",6.4,381509870,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Black Widow,(2021),134,"['Action', 'Adventure', 'Sci-Fi']",6.7,379751655,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Godzilla,(I) (1998),139,"['Action', 'Sci-Fi', 'Thriller']",5.4,379014294,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

True Lies,(1994),141,"['Action', 'Comedy', 'Thriller']",7.3,378882411,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0

Slumdog Millionaire,(2008),120,"['Crime', 'Drama', 'Romance']",8,378410542,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

Once Upon a Time in... Hollywood,(2019),161,"['Comedy', 'Drama']",7.6,377617598,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Taken 2,(2012),92,"['Action', 'Crime', 'Thriller']",6.2,376152455,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0

G.I. Joe: Retaliation,(2013),110,"['Action', 'Adventure', 'Sci-Fi']",5.7,375740705,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Shark Tale,(2004),90,"['Animation', 'Adventure', 'Comedy']",6,374583879,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

What Women Want,(2000),127,"['Comedy', 'Fantasy', 'Romance']",6.4,374111707,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Adventures of Tintin,(2011),107,"['Animation', 'Action', 'Adventure']",7.3,373993951,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Batman Begins,(2005),140,"['Action', 'Crime', 'Drama']",8.2,373672993,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

Penguins of Madagascar,(2014),92,"['Animation', 'Action', 'Adventure']",6.6,373515621,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

X-Men Origins: Wolverine,(2009),107,"['Action', 'Sci-Fi']",6.5,373062864,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

The Golden Compass,(2007),113,"['Adventure', 'Family', 'Fantasy']",6.1,372234864,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0

Fifty Shades Freed,(2018),105,"['Drama', 'Romance', 'Thriller']",4.5,371985018,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

Hitch,(I) (2005),118,"['Comedy', 'Romance']",6.6,371594210,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Terminator Salvation,(2009),115,"['Action', 'Adventure', 'Sci-Fi']",6.5,371353001,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Captain America: The First Avenger,(2011),124,"['Action', 'Adventure', 'Sci-Fi']",6.9,370569774,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Edge of Tomorrow,(2014),113,"['Action', 'Adventure', 'Sci-Fi']",7.9,370541256,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

There's Something About Mary,(1998),119,"['Comedy', 'Romance']",7.1,369884651,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Gone Girl,(2014),149,"['Drama', 'Mystery', 'Thriller']",8.1,369330363,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0

The Fugitive,(1993),130,"['Action', 'Crime', 'Drama']",7.8,368875760,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

Jurassic Park III,(2001),92,"['Action', 'Adventure', 'Sci-Fi']",5.9,368780809,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

My Big Fat Greek Wedding,(2002),95,"['Comedy', 'Drama', 'Romance']",6.6,368744044,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Xi hong shi shou fu,(2018),118,['Comedy'],6.1,366961907,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Die Hard with a Vengeance,(1995),128,"['Action', 'Adventure', 'Thriller']",7.6,366101666,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

Shazam!,(2019),132,"['Action', 'Adventure', 'Comedy']",7,366080049,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Nun,(2018),96,"['Horror', 'Mystery', 'Thriller']",5.3,365582797,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0

Alvin and the Chipmunks,(2007),92,"['Animation', 'Adventure', 'Comedy']",5.2,365352546,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Tenet,(2020),150,"['Action', 'Sci-Fi', 'Thriller']",7.3,365304105,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

Notting Hill,(1999),124,"['Comedy', 'Drama', 'Romance']",7.2,363889678,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

A Bug's Life,(1998),95,"['Animation', 'Adventure', 'Comedy']",7.2,363258859,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Night at the Museum: Secret of the Tomb,(2014),98,"['Adventure', 'Comedy', 'Family']",6.2,363204635,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0

Ocean's Twelve,(2004),125,"['Crime', 'Thriller']",6.5,362744280,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0

Planet of the Apes,(2001),119,"['Action', 'Adventure', 'Sci-Fi']",5.7,362211740,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

The Hangover Part III,(2013),100,"['Comedy', 'Crime']",5.8,362000072,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0

The World Is Not Enough,(1999),128,"['Action', 'Adventure', 'Thriller']",6.4,361832400,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

Zhuo yao ji 2,(2018),110,"['Adventure', 'Comedy', 'Fantasy']",5.4,361682618,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Fast & Furious,(2009),107,"['Action', 'Crime', 'Thriller']",6.5,360366870,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0

Noah,(2014),138,"['Action', 'Adventure', 'Drama']",5.8,359200044,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

The Karate Kid,(2010),140,"['Action', 'Drama', 'Family']",6.2,359126022,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0

Home Alone 2: Lost in New York,(1992),120,"['Adventure', 'Comedy', 'Crime']",6.8,358994850,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0

Hotel Transylvania,(2012),91,"['Animation', 'Adventure', 'Comedy']",7,358375603,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Minority Report,(2002),145,"['Action', 'Crime', 'Mystery']",7.6,358372926,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0

Top Gun,(1986),109,"['Action', 'Drama']",6.9,357288178,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

The Legend of Tarzan,(2016),110,"['Action', 'Adventure', 'Drama']",6.2,356700357,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

American Beauty,(1999),122,['Drama'],8.3,356296601,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Sen to Chihiro no kamikakushi,(2001),125,"['Animation', 'Adventure', 'Family']",8.6,355822319,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0

Apollo 13,(I) (1995),140,"['Adventure', 'Drama', 'History']",7.7,355237933,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0

Rain Man,(1988),133,['Drama'],8,354825435,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

The Great Gatsby,(2013),143,"['Drama', 'Romance']",7.2,353659851,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Dumbo,(2019),112,"['Adventure', 'Family', 'Fantasy']",6.3,353284621,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0

"I, Robot",(2004),115,"['Action', 'Mystery', 'Sci-Fi']",7.1,353133898,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0

Basic Instinct,(1992),127,"['Drama', 'Mystery', 'Thriller']",7,352927224,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0

Murder on the Orient Express,(2017),114,"['Crime', 'Drama', 'Mystery']",6.5,352794081,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0

X: First Class,(2011),131,"['Action', 'Sci-Fi']",7.7,352616690,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Angry Birds,(2016),97,"['Animation', 'Action', 'Adventure']",6.3,352333929,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

GoldenEye,(1995),130,"['Action', 'Adventure', 'Thriller']",7.2,352194034,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

Catch Me If You Can,(2002),141,"['Biography', 'Crime', 'Drama']",8.1,352114312,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0

Now You See Me,(I) (2013),115,"['Crime', 'Mystery', 'Thriller']",7.2,351723989,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0

Hannibal,(2001),131,"['Crime', 'Drama', 'Thriller']",6.8,351692268,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0

The Mask,(1994),101,"['Action', 'Comedy', 'Crime']",6.9,351583407,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0

Peter Rabbit,(2018),95,"['Adventure', 'Comedy', 'Crime']",6.6,351496066,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0

Speed,(1994),116,"['Action', 'Adventure', 'Thriller']",7.3,350448145,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

Dinosaur,(2000),82,"['Animation', 'Adventure', 'Drama']",6.4,349822765,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Mary Poppins Returns,(2018),130,"['Adventure', 'Comedy', 'Family']",6.7,349546142,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0

Deep Impact,(1998),120,"['Action', 'Drama', 'Sci-Fi']",6.2,349464664,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

The Lorax,(2012),86,"['Animation', 'Adventure', 'Comedy']",6.4,349183316,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Maze Runner,(2014),113,"['Action', 'Mystery', 'Sci-Fi']",6.8,348319861,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0

The Smurfs 2,(2013),105,"['Animation', 'Adventure', 'Comedy']",5.3,347545360,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

National Treasure,(2004),131,"['Action', 'Adventure', 'Mystery']",6.9,347512318,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0

Rush Hour 2,(2001),90,"['Action', 'Comedy', 'Crime']",6.6,347325802,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0

Trolls,(2016),92,"['Animation', 'Adventure', 'Comedy']",6.4,347182886,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

xXx: Return of Xander Cage,(2017),107,"['Action', 'Adventure', 'Thriller']",5.2,346118277,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

Pocahontas,(I) (1995),81,"['Animation', 'Adventure', 'Drama']",6.7,346079773,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

How the Grinch Stole Christmas,(2000),104,"['Comedy', 'Family', 'Fantasy']",6.3,345823032,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0

Star Trek Beyond,(2016),122,"['Action', 'Adventure', 'Sci-Fi']",7,343471816,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Alvin and the Chipmunks: Chipwrecked,(2011),87,"['Animation', 'Adventure', 'Comedy']",4.3,342695435,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Wanted,(2008),110,"['Action', 'Crime', 'Thriller']",6.7,342463063,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0

The Flintstones,(1994),91,"['Comedy', 'Family', 'Fantasy']",5,341631208,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0

A Quiet Place,(2018),90,"['Drama', 'Horror', 'Sci-Fi']",7.5,340952971,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0

Enchanted,(2007),107,"['Animation', 'Adventure', 'Comedy']",7.1,340487836,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Over the Hedge,(2006),83,"['Animation', 'Adventure', 'Comedy']",6.7,339795890,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

300: Rise of an Empire,(2014),102,"['Action', 'Drama']",6.2,337580051,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Batman Forever,(1995),121,"['Action', 'Adventure']",5.4,336567158,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Prince of Persia: The Sands of Time,(2010),116,"['Action', 'Adventure', 'Fantasy']",6.6,336365676,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

The Curious Case of Benjamin Button,(2008),166,"['Drama', 'Fantasy', 'Romance']",7.8,335802786,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Journey 2: The Mysterious Island,(2012),94,"['Action', 'Adventure', 'Comedy']",5.7,335287748,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Rock,(1996),136,"['Action', 'Adventure', 'Thriller']",7.4,335062621,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

The Great Wall,(I) (2016),103,"['Action', 'Adventure', 'Fantasy']",5.9,334933831,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Now You See Me 2,(2016),129,"['Action', 'Adventure', 'Comedy']",6.4,334897606,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Xiu xiu de tie quan,(2017),100,"['Comedy', 'Fantasy', 'Sport']",6.2,334530869,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0

Fantastic Four,(I) (2005),106,"['Action', 'Adventure', 'Fantasy']",5.7,333535934,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Indiana Jones and the Temple of Doom,(1984),118,"['Action', 'Adventure']",7.5,333107271,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Tomorrow Never Dies,(1997),119,"['Action', 'Adventure', 'Thriller']",6.5,333011068,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

Back to the Future Part II,(1989),108,"['Adventure', 'Comedy', 'Sci-Fi']",7.8,332500002,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Good Dinosaur,(2015),93,"['Animation', 'Adventure', 'Comedy']",6.7,332207671,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Free Guy,(2021),115,"['Action', 'Adventure', 'Comedy']",7.1,331526598,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

22 Jump Street,(2014),112,"['Action', 'Comedy', 'Crime']",7,331333876,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0

Meet the Parents,(2000),108,"['Comedy', 'Romance']",7,330444045,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Who Framed Roger Rabbit,(1988),104,"['Animation', 'Adventure', 'Comedy']",7.7,329803958,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Black Swan,(2010),108,"['Drama', 'Thriller']",8,329398046,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

The Perfect Storm,(2000),130,"['Action', 'Adventure', 'Drama']",6.5,328718434,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

John Wick: Chapter 3 - Parabellum,(2019),130,"['Action', 'Crime', 'Thriller']",7.4,328349387,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0

Crocodile Dundee,(1986),97,"['Action', 'Adventure', 'Comedy']",6.6,328203506,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Feng kuang de wai xing ren,(2019),116,"['Comedy', 'Sci-Fi']",5.8,327598891,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Se7en,(1995),127,"['Crime', 'Drama', 'Mystery']",8.6,327333559,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0

The Devil Wears Prada,(2006),109,"['Comedy', 'Drama']",6.9,326706115,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Taken 3,(2014),108,"['Action', 'Crime', 'Thriller']",6,326479141,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0

The Hunchback of Notre Dame,(1996),91,"['Animation', 'Drama', 'Family']",7,325338851,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0

